,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,temperature_medellin,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano
22,0,"['2007', 'w23']",2007,200723,2007-06-09,6,21.2431755065918,10.419747816382422,9.338749432909315,10.943348184086542
23,0,"['2007', 'w24']",2007,200724,2007-06-16,6,21.2431755065918,16.13045424517612,16.6848739022794,15.949271377750078
24,0,"['2007', 'w25']",2007,200725,2007-06-23,6,21.2431755065918,8.501094798868678,7.645711702885836,8.922556720434999
25,0,"['2007', 'w26']",2007,200726,2007-06-30,6,21.2431755065918,4.4543342453815775,3.4098694429305443,4.948416229130401
26,0,"['2007', 'w27']",2007,200727,2007-07-07,7,21.686978340148894,39.02519290919447,37.23709174826526,39.910436981897575
27,1,"['2007', 'w28']",2007,200728,2007-07-14,7,21.686978340148894,54.35175365627335,56.62480305381443,53.31808685696186
28,0,"['2007', 'w29']",2007,200729,2007-07-21,7,21.686978340148894,57.214578286577975,56.378517387684994,57.688068297886495
29,0,"['2007', 'w30']",2007,200730,2007-07-28,7,21.686978340148894,15.665261657985484,17.06924324139305,15.13097288551451
30,0,"['2007', 'w31']",2007,200731,2007-08-04,8,20.8663940429688,35.008359922746536,31.232185786242646,36.8058163065529
31,0,"['2007', 'w32']",2007,200732,2007-08-11,8,20.8663940429688,58.06515072575201,58.182869554832926,58.126206419126426
32,0,"['2007', 'w33']",2007,200733,2007-08-18,8,20.8663940429688,54.780984376115406,54.20189011569185,55.19893830801856
33,0,"['2007', 'w34']",2007,200734,2007-08-25,8,20.8663940429688,71.0007907225283,67.68332734223151,72.50942107772485
34,0,"['2007', 'w35']",2007,200735,2007-09-01,9,20.7055358886719,42.580420105269326,45.56730806470493,41.35337647215253
