system:time_start,LST_Day_1km
"Sep 11, 2018",
"Sep 12, 2018",
"Sep 13, 2018",
"Sep 14, 2018",
"Sep 15, 2018",25.545
"Sep 16, 2018",
"Sep 17, 2018",24.447
"Sep 18, 2018",24.755
"Sep 19, 2018",25.592
"Sep 20, 2018",24.483
"Sep 21, 2018",
"Sep 22, 2018",
"Sep 23, 2018",
"Sep 24, 2018",
"Sep 25, 2018",
"Sep 26, 2018",
"Sep 27, 2018",
"Sep 28, 2018",
"Sep 29, 2018",21.148
"Sep 30, 2018",
"Oct 1, 2018",20.31
"Oct 2, 2018",
"Oct 3, 2018",27.303
"Oct 4, 2018",14.502
"Oct 5, 2018",25.871
"Oct 6, 2018",
"Oct 7, 2018",24.955
"Oct 8, 2018",19.638
"Oct 9, 2018",
"Oct 10, 2018",
"Oct 11, 2018",
"Oct 12, 2018",
"Oct 13, 2018",
"Oct 14, 2018",26.021
"Oct 15, 2018",24.839
"Oct 16, 2018",
"Oct 17, 2018",22.466
"Oct 18, 2018",
"Oct 19, 2018",18.802
"Oct 20, 2018",21.838
"Oct 21, 2018",
"Oct 22, 2018",
"Oct 23, 2018",
"Oct 24, 2018",15.353
"Oct 25, 2018",
"Oct 26, 2018",
"Oct 27, 2018",
"Oct 28, 2018",28.716
"Oct 29, 2018",
"Oct 30, 2018",
"Oct 31, 2018",23.351
"Nov 1, 2018",
"Nov 2, 2018",
"Nov 3, 2018",
"Nov 4, 2018",21.285
"Nov 5, 2018",
"Nov 6, 2018",26.832
"Nov 7, 2018",21.37
"Nov 8, 2018",
"Nov 9, 2018",
"Nov 10, 2018",
"Nov 11, 2018",21.422
"Nov 12, 2018",
"Nov 13, 2018",22.973
"Nov 14, 2018",
"Nov 15, 2018",
"Nov 16, 2018",22.639
"Nov 17, 2018",
"Nov 18, 2018",22.622
"Nov 19, 2018",
"Nov 20, 2018",23.875
"Nov 21, 2018",
"Nov 22, 2018",24.82
"Nov 23, 2018",23.157
"Nov 24, 2018",
"Nov 25, 2018",16.646
"Nov 26, 2018",
"Nov 27, 2018",17.555
"Nov 28, 2018",
"Nov 29, 2018",24.952
"Nov 30, 2018",27.346
"Dec 1, 2018",25.205
"Dec 2, 2018",22.74
"Dec 3, 2018",
"Dec 4, 2018",21.703
"Dec 5, 2018",
"Dec 6, 2018",24.046
"Dec 7, 2018",20.791
"Dec 8, 2018",20.718
"Dec 9, 2018",20.699
"Dec 10, 2018",22.013
"Dec 11, 2018",15.942
"Dec 12, 2018",
"Dec 13, 2018",12.55
"Dec 14, 2018",15.962
"Dec 15, 2018",
"Dec 16, 2018",23.008
"Dec 17, 2018",19.997
"Dec 18, 2018",19.941
"Dec 19, 2018",
"Dec 20, 2018",17.869
"Dec 21, 2018",
"Dec 22, 2018",16.562
"Dec 23, 2018",19.764
"Dec 24, 2018",24.533
"Dec 25, 2018",23.395
"Dec 26, 2018",26.019
"Dec 27, 2018",26.085
"Dec 28, 2018",
"Dec 29, 2018",22.149
"Dec 30, 2018",20.99
"Dec 31, 2018",23.34
"Jan 1, 2019",27.478
"Jan 2, 2019",29.02
"Jan 3, 2019",27.251
"Jan 4, 2019",26.459
"Jan 5, 2019",24.719
"Jan 6, 2019",
"Jan 7, 2019",
"Jan 8, 2019",21.732
"Jan 9, 2019",
"Jan 10, 2019",18.01
"Jan 11, 2019",21.509
"Jan 12, 2019",18.98
"Jan 13, 2019",
"Jan 14, 2019",15.697
"Jan 15, 2019",21.182
"Jan 16, 2019",
"Jan 17, 2019",
"Jan 18, 2019",19.345
"Jan 19, 2019",
"Jan 20, 2019",
"Jan 21, 2019",
"Jan 22, 2019",
"Jan 23, 2019",23.172
"Jan 24, 2019",24.263
"Jan 25, 2019",
"Jan 26, 2019",23.538
"Jan 27, 2019",
"Jan 28, 2019",
"Jan 29, 2019",
"Jan 30, 2019",24.775
"Jan 31, 2019",
"Feb 1, 2019",24.131
"Feb 2, 2019",16.899
"Feb 3, 2019",15.527
"Feb 4, 2019",21.356
"Feb 5, 2019",
"Feb 6, 2019",26.188
"Feb 7, 2019",
"Feb 8, 2019",
"Feb 9, 2019",
"Feb 10, 2019",
"Feb 11, 2019",21.665
"Feb 12, 2019",
"Feb 13, 2019",24.053
"Feb 14, 2019",
"Feb 15, 2019",28.96
"Feb 16, 2019",22.207
"Feb 17, 2019",
"Feb 18, 2019",26.039
"Feb 19, 2019",
"Feb 20, 2019",21.644
"Feb 21, 2019",23.201
"Feb 22, 2019",26.853
"Feb 23, 2019",
"Feb 24, 2019",
"Feb 25, 2019",
"Feb 26, 2019",29.232
"Feb 27, 2019",
"Feb 28, 2019",
"Mar 1, 2019",22.414
"Mar 2, 2019",
"Mar 3, 2019",25.858
"Mar 4, 2019",
"Mar 5, 2019",
"Mar 6, 2019",
"Mar 7, 2019",
"Mar 8, 2019",16.798
"Mar 9, 2019",21.824
"Mar 10, 2019",23.923
"Mar 11, 2019",
"Mar 12, 2019",26.048
"Mar 13, 2019",21.604
"Mar 14, 2019",15.197
"Mar 15, 2019",
"Mar 16, 2019",
"Mar 17, 2019",
"Mar 18, 2019",
"Mar 19, 2019",
"Mar 20, 2019",
"Mar 21, 2019",23.488
"Mar 22, 2019",
"Mar 23, 2019",
"Mar 24, 2019",
"Mar 25, 2019",
"Mar 26, 2019",19.51
"Mar 27, 2019",
"Mar 28, 2019",22.856
"Mar 29, 2019",
"Mar 30, 2019",22.329
"Mar 31, 2019",17.826
"Apr 1, 2019",
"Apr 2, 2019",
"Apr 3, 2019",
"Apr 4, 2019",13.804
"Apr 5, 2019",
"Apr 6, 2019",27.29
"Apr 7, 2019",
"Apr 8, 2019",
"Apr 9, 2019",
"Apr 10, 2019",
"Apr 11, 2019",23.117
"Apr 12, 2019",
"Apr 13, 2019",
"Apr 14, 2019",
"Apr 15, 2019",24.651
"Apr 16, 2019",21.107
"Apr 17, 2019",
"Apr 18, 2019",
"Apr 19, 2019",
"Apr 20, 2019",
"Apr 21, 2019",
"Apr 22, 2019",
"Apr 23, 2019",23.08
"Apr 24, 2019",
"Apr 25, 2019",
"Apr 26, 2019",
"Apr 27, 2019",
"Apr 28, 2019",
"Apr 29, 2019",
"Apr 30, 2019",
"May 1, 2019",27.521
"May 2, 2019",17.89
"May 3, 2019",
"May 4, 2019",
"May 5, 2019",
"May 6, 2019",
"May 7, 2019",
"May 8, 2019",
"May 9, 2019",
"May 10, 2019",
"May 11, 2019",
"May 12, 2019",
"May 13, 2019",
"May 14, 2019",
"May 15, 2019",
"May 16, 2019",
"May 17, 2019",21.762
"May 18, 2019",
"May 19, 2019",
"May 20, 2019",19.742
"May 21, 2019",
"May 22, 2019",25.688
"May 23, 2019",
"May 24, 2019",26.042
"May 25, 2019",
"May 26, 2019",
"May 27, 2019",
"May 28, 2019",
"May 29, 2019",22.61
"May 30, 2019",
"May 31, 2019",21.518
"Jun 1, 2019",
"Jun 2, 2019",20.287
"Jun 3, 2019",22.566
"Jun 4, 2019",25.324
"Jun 5, 2019",25.315
"Jun 6, 2019",
"Jun 7, 2019",
"Jun 8, 2019",19.457
"Jun 9, 2019",26.55
"Jun 10, 2019",
"Jun 11, 2019",24.083
"Jun 12, 2019",19.311
"Jun 13, 2019",
"Jun 14, 2019",22
"Jun 15, 2019",
"Jun 16, 2019",
"Jun 17, 2019",23.507
"Jun 18, 2019",23.38
"Jun 19, 2019",13.91
"Jun 20, 2019",
"Jun 21, 2019",
"Jun 22, 2019",
"Jun 23, 2019",
"Jun 24, 2019",
"Jun 25, 2019",
"Jun 26, 2019",26.01
"Jun 27, 2019",
"Jun 28, 2019",
"Jun 29, 2019",
"Jun 30, 2019",
"Jul 1, 2019",
"Jul 2, 2019",24.884
"Jul 3, 2019",22.005
"Jul 4, 2019",23.248
"Jul 5, 2019",
"Jul 6, 2019",21.696
"Jul 7, 2019",26.527
"Jul 8, 2019",
"Jul 9, 2019",
"Jul 10, 2019",15.713
"Jul 11, 2019",
"Jul 12, 2019",25.328
"Jul 13, 2019",
"Jul 14, 2019",22.37
"Jul 15, 2019",
"Jul 16, 2019",21.364
"Jul 17, 2019",
"Jul 18, 2019",28.948
"Jul 19, 2019",23.932
"Jul 20, 2019",25.622
"Jul 21, 2019",
"Jul 22, 2019",
"Jul 23, 2019",22.256
"Jul 24, 2019",
"Jul 25, 2019",23.902
"Jul 26, 2019",
"Jul 27, 2019",27.045
"Jul 28, 2019",19.784
"Jul 29, 2019",
"Jul 30, 2019",21.291
"Jul 31, 2019",21.849
"Aug 1, 2019",
"Aug 2, 2019",
"Aug 3, 2019",
"Aug 4, 2019",22.74
"Aug 5, 2019",26.729
"Aug 6, 2019",22.281
"Aug 7, 2019",25.732
"Aug 8, 2019",25.43
"Aug 9, 2019",
"Aug 10, 2019",24.39
"Aug 11, 2019",
"Aug 12, 2019",28.595
"Aug 13, 2019",
"Aug 14, 2019",
"Aug 15, 2019",20.763
"Aug 16, 2019",
"Aug 17, 2019",
"Aug 18, 2019",
"Aug 19, 2019",
"Aug 20, 2019",
"Aug 21, 2019",25.07
"Aug 22, 2019",18.073
"Aug 23, 2019",
"Aug 24, 2019",23.267
"Aug 25, 2019",
"Aug 26, 2019",29.676
"Aug 27, 2019",24.569
"Aug 28, 2019",
"Aug 29, 2019",21.964
"Aug 30, 2019",25.384
"Aug 31, 2019",
"Sep 1, 2019",
"Sep 2, 2019",
"Sep 3, 2019",
"Sep 4, 2019",
"Sep 5, 2019",22.501
"Sep 6, 2019",
"Sep 7, 2019",24.309
"Sep 8, 2019",
"Sep 9, 2019",26.967
"Sep 10, 2019",
"Sep 11, 2019",
"Sep 12, 2019",
"Sep 13, 2019",
"Sep 14, 2019",
"Sep 15, 2019",
"Sep 16, 2019",13.65
"Sep 17, 2019",
"Sep 18, 2019",
"Sep 19, 2019",
"Sep 20, 2019",28.39
"Sep 21, 2019",
"Sep 22, 2019",26.5
"Sep 23, 2019",
"Sep 24, 2019",
"Sep 25, 2019",15.606
"Sep 26, 2019",
"Sep 27, 2019",27.893
"Sep 28, 2019",
"Sep 29, 2019",
"Sep 30, 2019",
"Oct 1, 2019",24.469
"Oct 2, 2019",
"Oct 3, 2019",
"Oct 4, 2019",22.359
"Oct 5, 2019",
"Oct 6, 2019",17.293
"Oct 7, 2019",
"Oct 8, 2019",
"Oct 9, 2019",24.473
"Oct 10, 2019",
"Oct 11, 2019",27.17
"Oct 12, 2019",
"Oct 13, 2019",
"Oct 14, 2019",
"Oct 15, 2019",23.773
"Oct 16, 2019",
"Oct 17, 2019",
"Oct 18, 2019",
"Oct 19, 2019",
"Oct 20, 2019",16.622
"Oct 21, 2019",
"Oct 22, 2019",27.768
"Oct 23, 2019",23.711
"Oct 24, 2019",
"Oct 25, 2019",25.383
"Oct 26, 2019",
"Oct 27, 2019",20.307
"Oct 28, 2019",
"Oct 29, 2019",24.351
"Oct 30, 2019",
"Oct 31, 2019",23.701
"Nov 1, 2019",
"Nov 2, 2019",24.225
"Nov 3, 2019",
"Nov 4, 2019",
"Nov 5, 2019",22.551
"Nov 6, 2019",
"Nov 7, 2019",24.749
"Nov 8, 2019",
"Nov 9, 2019",
"Nov 10, 2019",25.172
"Nov 11, 2019",
"Nov 12, 2019",
"Nov 13, 2019",
"Nov 14, 2019",23.561
"Nov 15, 2019",
"Nov 16, 2019",24.666
"Nov 17, 2019",
"Nov 18, 2019",25.714
"Nov 19, 2019",
"Nov 20, 2019",
"Nov 21, 2019",22.987
"Nov 22, 2019",
"Nov 23, 2019",25.184
"Nov 24, 2019",20.007
"Nov 25, 2019",20.22
"Nov 26, 2019",22.957
"Nov 27, 2019",
"Nov 28, 2019",
"Nov 29, 2019",
"Nov 30, 2019",20.957
"Dec 1, 2019",23.92
"Dec 2, 2019",26.437
"Dec 3, 2019",
"Dec 4, 2019",24.672
"Dec 5, 2019",23.959
"Dec 6, 2019",
"Dec 7, 2019",16.343
"Dec 8, 2019",
"Dec 9, 2019",26.222
"Dec 10, 2019",
"Dec 11, 2019",
"Dec 12, 2019",22.256
"Dec 13, 2019",
"Dec 14, 2019",
"Dec 15, 2019",
"Dec 16, 2019",21.319
"Dec 17, 2019",
"Dec 18, 2019",23.968
"Dec 19, 2019",20.324
"Dec 20, 2019",22.424
"Dec 21, 2019",20.492
"Dec 22, 2019",
"Dec 23, 2019",
"Dec 24, 2019",
"Dec 25, 2019",
"Dec 26, 2019",25.203
"Dec 27, 2019",
"Dec 28, 2019",22.245
"Dec 29, 2019",21.166
"Dec 30, 2019",
